Probe	Gene	Fold_Change	t_test_p	t_test_adjp	snr_p	snr_adjp	limma_p	limma_adjp	anova_p	anova_adjp	signif_parametric	wilcoxon_p	wilcoxon_adjp
ILMN_3104139	RBM12	-1.147016272	0.0002995	0.01489206	0.0002995	0.01335371	1.43E-08	0.00000901	1.38E-08	0.0000126	1	1.15863E-07	0.00029962
ILMN_2712986	CHI3L3	-1.147371605	0.00122569	0.03054155	0.00149689	0.03284241	0.00087512	0.02868922	0.00073982	0.026207168	1	0.004127635	0.08709385
ILMN_2757368	CRELD2	-1.147374056	0.0002995	0.01489206	0.0002995	0.01335371	2.3E-09	0.00000185	1.18E-08	0.0000119	1	2.74304E-07	0.00041187
ILMN_2491202	VNN3	-1.148153174	0.0002995	0.01489206	0.0002995	0.01335371	4.51E-09	0.00000339	8.56E-09	0.0000105	1	2.24455E-07	0.00037313
ILMN_1230766	SCMH1	-1.148605754	0.0002995	0.01489206	0.0002995	0.01335371	4.83E-08	0.0000223	1.86E-07	0.0000834	1	4.93323E-06	0.00196262
ILMN_2771380	CD52	-1.149676808	0.00898742	0.10547593	0.0076447	0.09407685	0.00210007	0.0498312	0.00636866	0.092696085	0	0.009693098	0.13460577
ILMN_1230708	CLEC4A1	-1.149760601	0.0002995	0.01489206	0.0002995	0.01335371	1.72E-07	0.0000571	0.00000112	0.000290018	1	1.53585E-05	0.00359242
ILMN_2684575	PCYOX1L	-1.149890332	0.00122569	0.03054155	0.0006399	0.01941092	0.0000565	0.00431632	0.00014233	0.009037925	1	0.000438006	0.02507734
ILMN_1218347	MYLK	-1.151233811	0.0002995	0.01489206	0.0002995	0.01335371	1.44E-09	0.00000136	5.7E-09	0.00000758	1	3.34766E-07	0.00044521
ILMN_2601946	5033414K04RIK	-1.151524006	0.0002995	0.01489206	0.0002995	0.01335371	0.00000259	0.00046493	0.00000166	0.000379819	1	0.000317538	0.02078825
ILMN_2835117	CCL7	-1.1516614	0.0002995	0.01489206	0.0002995	0.01335371	7.99E-07	0.00018585	0.00000889	0.001330104	1	9.5799E-05	0.01018072
ILMN_2759484	C3	-1.152531108	0.0006399	0.0211535	0.0002995	0.01335371	0.0000685	0.00500185	0.0000487	0.004231895	1	0.000438006	0.02507734
ILMN_1223416	FER1L3	-1.152772279	0.0002995	0.01489206	0.0002995	0.01335371	4.78E-08	0.0000223	3.94E-07	0.00013797	1	3.99889E-05	0.00618393
ILMN_2901626	TNFRSF21	-1.153121675	0.00094262	0.02607154	0.0006399	0.01941092	0.00000168	0.00033087	0.0000142	0.001859837	1	0.00010758	0.01083883
ILMN_2693895	ACTA2	-1.153348714	0.0002995	0.01489206	0.0002995	0.01335371	0.00000119	0.00025415	0.00000516	0.00090936	1	0.000151664	0.01324485
ILMN_2777498	IL1B	-1.153646647	0.0056004	0.08017457	0.00420612	0.06441203	0.00135477	0.03741307	0.0017555	0.043416704	0	0.004379328	0.09051712
ILMN_2789900	CD177	-1.154670942	0.0006399	0.0211535	0.0002995	0.01335371	0.00000234	0.00043645	0.00000186	0.000412865	1	1.89821E-05	0.00409055
ILMN_2618423	ZXDC	-1.15475865	0.0002995	0.01489206	0.0002995	0.01335371	9.02E-10	9.76E-07	2E-09	0.00000357	1	1.04496E-07	0.00029962
ILMN_1242457	FPR2	-1.155423301	0.00301234	0.05440113	0.0020184	0.03953445	0.00012201	0.00760514	0.00017744	0.010475755	0	0.00093456	0.03863507
ILMN_2742075	CD14	-1.15645531	0.0032539	0.05678214	0.00252097	0.04602629	0.00038681	0.01712826	0.00049905	0.020287507	0	0.001389407	0.04772897
ILMN_2868220	INHBA	-1.156681552	0.00122569	0.03054155	0.00094262	0.02430167	0.00016524	0.00937956	0.00024079	0.012650343	1	0.000470028	0.02607676
ILMN_2674884	SLC11A1	-1.157414839	0.00094262	0.02607154	0.00094262	0.02430167	0.0000257	0.00247314	0.0000641	0.00508011	1	0.000438006	0.02507734
ILMN_3161601	SNCA	-1.157946415	0.0020184	0.04200694	0.00149689	0.03284241	0.00000758	0.00103523	0.0000792	0.005917903	1	0.007351981	0.11667667
ILMN_2705860	TPSAB1	-1.160383394	0.00094262	0.02607154	0.0006399	0.01941092	0.000013	0.00149316	0.00006	0.004813511	1	0.000934606	0.03863507
ILMN_2710905	S100A8	-1.163713512	0.0006399	0.0211535	0.0002995	0.01335371	0.0000119	0.00142619	0.0000147	0.001907372	1	0.000182986	0.01471244
ILMN_2595732	LOC100046232	-1.165021501	0.0002995	0.01489206	0.0002995	0.01335371	0.000001	0.00021909	2.17E-07	0.0000944	1	5.15939E-06	0.0020181
ILMN_2719732	MS4A3	-1.166305486	0.0006399	0.0211535	0.0002995	0.01335371	0.00000901	0.00116445	0.0000212	0.002477176	1	0.000540727	0.02850419
ILMN_1221700	ELA2	-1.167300103	0.0002995	0.01489206	0.0002995	0.01335371	3.27E-09	0.00000253	1.67E-09	0.00000324	1	2.02641E-08	0.00018865
ILMN_1224472	CCL4	-1.167531549	0.00094262	0.02607154	0.0006399	0.01941092	0.00000658	0.0009452	0.0000352	0.003396141	1	0.000255296	0.01817016
ILMN_2728038	ARHGAP24	-1.167825732	0.0002995	0.01489206	0.0002995	0.01335371	4.47E-11	8.33E-08	1.1E-10	0.000000395	1	6.03547E-07	0.00057333
ILMN_1252819	PRMT7	-1.167997376	0.0002995	0.01489206	0.0002995	0.01335371	8.95E-10	9.76E-07	7.15E-10	0.00000159	1	4.07147E-08	0.00024945
ILMN_2538531	LOC386360	-1.168408104	0.0002995	0.01489206	0.0002995	0.01335371	0.00012104	0.00760514	0.00051103	0.020559076	1	0.001104095	0.04229821
ILMN_2493826	UGT1A10	-1.169469481	0.0002995	0.01489206	0.0002995	0.01335371	1.33E-08	0.0000087	8.14E-08	0.0000468	1	3.13951E-06	0.00152224
ILMN_2834379	TGFBI	-1.172758284	0.00176049	0.0385938	0.00122569	0.02881591	0.00093773	0.03009876	0.00024903	0.012894089	1	0.001068077	0.04167292
ILMN_1222543	UGT1A10	-1.173528971	0.0002995	0.01489206	0.0002995	0.01335371	1.46E-09	0.00000136	4.37E-08	0.0000295	1	3.59866E-06	0.00158025
ILMN_2983516	SLC11A1	-1.17650384	0.00122569	0.03054155	0.0006399	0.01941092	0.0000123	0.00144253	0.0000539	0.004524583	1	0.000643034	0.03157309
ILMN_2426480	3830612M24	-1.17764975	0.0006399	0.0211535	0.0002995	0.01335371	7.32E-08	0.0000304	0.00000104	0.000275608	1	9.21504E-05	0.00995203
ILMN_2592554	REXO1	-1.182418789	0.0002995	0.01489206	0.0002995	0.01335371	2.19E-09	0.00000179	2.9E-08	0.0000218	1	7.3257E-07	0.00068198
ILMN_1220548	LRRC41	-1.183163213	0.0002995	0.01489206	0.0002995	0.01335371	2.09E-08	0.0000125	3.74E-07	0.000136	1	9.99092E-06	0.00281847
ILMN_1233336	LOC386199	-1.183990269	0.0006399	0.0211535	0.0006399	0.01941092	0.0000163	0.00177372	0.0000255	0.00279613	1	0.00040803	0.02413289
ILMN_2646985	ATF5	-1.18420231	0.0002995	0.01489206	0.0002995	0.01335371	1.22E-07	0.0000454	0.00000123	0.000301817	1	2.15311E-05	0.0043202
ILMN_2925094	MPO	-1.185131735	0.0002995	0.01489206	0.0002995	0.01335371	0.00000078	0.0001843	0.00000115	0.000292494	1	1.89821E-05	0.00409055
ILMN_1252076	LYZ2	-1.187850205	0.00349473	0.05908105	0.00149689	0.03284241	0.0000728	0.00528008	0.00032836	0.015438431	0	0.002314272	0.06295874
ILMN_2948143	SLC7A11	-1.188505133	0.0002995	0.01489206	0.0002995	0.01335371	5.44E-07	0.00014066	0.00000159	0.000369569	1	0.000120719	0.01149104
ILMN_1219230	LOC100043402	-1.188859089	0.0002995	0.01489206	0.0002995	0.01335371	0.00000132	0.00027167	0.00000103	0.000274668	1	2.15328E-05	0.0043202
ILMN_1230140	LOC385923	-1.189899209	0.0002995	0.01489206	0.0002995	0.01335371	0.00000304	0.00052754	0.0000057	0.000979318	1	3.53859E-05	0.0058616
ILMN_3162125	GRM6	-1.194679101	0.0002995	0.01489206	0.0002995	0.01335371	2.08E-07	0.0000667	1.2E-08	0.0000119	1	4.9657E-07	0.00052531
ILMN_2771176	CCL7	-1.196175382	0.0002995	0.01489206	0.0002995	0.01335371	1.02E-11	2.5E-08	4.19E-10	0.000000976	1	4.07997E-07	0.00049976
ILMN_2847115	GPR109A	-1.199553298	0.0006399	0.0211535	0.0006399	0.01941092	0.00000482	0.0007403	0.0000154	0.001964139	1	0.00011618	0.0112429
ILMN_2758029	PRTN3	-1.205025411	0.0002995	0.01489206	0.0002995	0.01335371	1.53E-10	2.64E-07	3.43E-10	0.00000084	1	5.59305E-08	0.00024945
ILMN_2722996	SIRPA	-1.209776171	0.0002995	0.01489206	0.0002995	0.01335371	1.66E-09	0.00000149	3.18E-09	0.00000462	1	3.28593E-06	0.00154495
ILMN_2657828	RHBDF1	-1.216435604	0.0002995	0.01489206	0.0002995	0.01335371	2.44E-12	9.46E-09	1.36E-10	0.000000429	1	5.89499E-08	0.00024945
ILMN_2712075	LCN2	-1.216711224	0.0006399	0.0211535	0.0002995	0.01335371	0.00000262	0.00046695	0.00000288	0.000577427	1	2.44059E-05	0.00463717
ILMN_2878071	LYZ	-1.22864681	0.0002995	0.01489206	0.0002995	0.01335371	5.41E-08	0.000024	0.00000139	0.000336099	1	7.57938E-05	0.00879794
ILMN_2705628	CLEC4D	-1.228745779	0.0006399	0.0211535	0.0006399	0.01941092	0.00000062	0.00015362	0.0000039	0.000746457	1	7.0054E-05	0.00846962
ILMN_1233982	LOC270589	-1.22932799	0.0002995	0.01489206	0.0002995	0.01335371	0.00000694	0.00097871	0.00000394	0.000746457	1	4.51564E-05	0.00675851
ILMN_1377923	ACTB	-1.230879389	0.07635019	0.3372365	0.05022289	0.26966529	0.00918324	0.11590351	0.03014873	0.215797746	0	0.014835081	0.16656218
ILMN_1249030	MPO	-1.231747939	0.0002995	0.01489206	0.0002995	0.01335371	0.0000017	0.00033473	0.0000195	0.002344998	1	0.00022037	0.01646479
ILMN_2538242	LOC386144	-1.239189285	0.0002995	0.01489206	0.0002995	0.01335371	0.000015	0.00166908	0.0000107	0.001483462	1	0.000135361	0.01242731
ILMN_2993314	CLEC4N	-1.244916169	0.0006399	0.0211535	0.0002995	0.01335371	0.00000115	0.00024883	0.000015	0.001929689	1	0.000163541	0.01374071
ILMN_2750842	2610027L16RIK	-1.245539485	0.0002995	0.01489206	0.0002995	0.01335371	0.00000254	0.00046434	0.00000545	0.000950899	1	6.44447E-06	0.00218957
ILMN_2600421	MPO	-1.29293209	0.0002995	0.01489206	0.0002995	0.01335371	8.09E-10	9.34E-07	2.37E-08	0.0000187	1	8.76731E-06	0.00261597
ILMN_2763245	CXCL1	-1.3	0.0006399	0.0211535	0.0002995	0.01335371	2.37E-07	0.0000718	0.00000181	0.000406	1	9.95836E-05	0.01046347
ILMN_1253874	SERPINB2	-1.31	0.0002995	0.01489206	0.0002995	0.01335371	6.55E-10	8.24E-07	9.01E-09	0.0000105	1	2.38377E-06	0.00130551
ILMN_1215076	F830002E14RIK	-1.32	0.0020184	0.04200694	0.00122569	0.02881591	0.00115136	0.03420847	0.000886	0.0292	1	0.001344859	0.0469611
ILMN_2725259	IL2	-1.37	0.0002995	0.01489206	0.0002995	0.01335371	5.55E-14	6.46E-10	1.82E-11	0.000000121	1	9.40233E-09	0.00012222
